observation_id,schema_version,stage,environment_id,classifier,configuration_id,seed,phase,outer_repetition,inner_operation_count,measured_operation_count,record_count,measured_record_count,feature_count,warmup_calls,worker_pid,wall_time_sec,process_cpu_time_sec,start_rss_mib,end_rss_mib,absolute_peak_rss_mib,incremental_peak_rss_mib,selected_input_bytes,numpy_dense_nbytes,serialized_model_bytes,per_operation_latency_sec,per_record_latency_sec,throughput_records_sec,time_unit,rss_unit,size_unit,throughput_unit,measurement_kind,measurement_scope,measurement_provenance,derived_measurement_provenance,workload_sha256,model_sha256,feature_manifest_sha256,v06_lock_sha256,status,failure_type,failure_stage,failure_reason
v07d__inference__decision_tree__mutual_information_select_k_best_k11__s42__r01,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,inference,1,512,512,6000,3072000,11,3,9199,3.587219364999328,3.8751104309999995,152.3828125,152.7578125,152.7578125,0.375,528132,528000,3028,0.007006287822264312,1.167714637044052e-06,856373.6107062902,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__mutual_information_select_k_best_k11__s42__r02,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,inference,2,512,512,6000,3072000,11,3,9203,1.6225287839988596,1.7302591170000001,152.6875,153.1875,153.1875,0.5,528132,528000,3028,0.0031690015312477726,5.281669218746288e-07,1893340.83333104,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__mutual_information_select_k_best_k11__s42__r03,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,inference,3,512,512,6000,3072000,11,3,9206,1.5368922750021738,1.6368962079999996,152.234375,152.734375,152.734375,0.5,528132,528000,3028,0.003001742724613621,5.002904541022701e-07,1998838.8581077713,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__mutual_information_select_k_best_k11__s42__r04,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,inference,4,512,512,6000,3072000,11,3,9209,1.4861167099988961,1.5798299409999998,152.41015625,152.78515625,152.78515625,0.375,528132,528000,3028,0.002902571699216594,4.837619498694324e-07,2067132.3990444073,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__mutual_information_select_k_best_k11__s42__r05,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,inference,5,512,512,6000,3072000,11,3,9212,2.0458573089999845,2.1994365460000003,152.69921875,153.07421875,153.07421875,0.375,528132,528000,3028,0.003995815056640595,6.659691761067658e-07,1501570.9973935543,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__mutual_information_select_k_best_k11__s42__r06,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,inference,6,512,512,6000,3072000,11,3,9216,2.7730012610009,2.959125898,152.4921875,152.9921875,152.9921875,0.5,528132,528000,3028,0.0054160180878923825,9.02669681315397e-07,1107824.9560157713,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__mutual_information_select_k_best_k11__s42__r07,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,inference,7,512,512,6000,3072000,11,3,9224,0.8353084189984656,0.8529506470000001,152.76171875,153.13671875,153.13671875,0.375,528132,528000,3028,0.0016314617558563782,2.719102926427297e-07,3677683.512017425,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__mutual_information_select_k_best_k11__s42__r08,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,inference,8,512,512,6000,3072000,11,3,9229,0.8718719969983795,0.8937731759999998,152.69140625,153.06640625,153.06640625,0.375,528132,528000,3028,0.00170287499413746,2.8381249902291e-07,3523452.9960545455,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__mutual_information_select_k_best_k11__s42__r09,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,inference,9,512,512,6000,3072000,11,3,9232,1.1058375679967867,1.134750532,152.6015625,152.9765625,152.9765625,0.375,528132,528000,3028,0.002159838999993724,3.599731666656207e-07,2777984.8405447975,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__mutual_information_select_k_best_k11__s42__r10,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,mutual_information_select_k_best_k11,42,inference,10,512,512,6000,3072000,11,3,9235,0.7557485830002406,0.796653246,152.8671875,153.2421875,153.2421875,0.375,528132,528000,3028,0.001476071451172345,2.4601190852872416e-07,4064843.87678835,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,1e43e0655ec53978be4df11931c10f03c531ac893538e6fd3390c8124b7d593c,87f36d590c80453381ee2babc4cd9e8120ca6a3931271398ff525fb55496264f,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__none_natural__s42__r01,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,inference,1,512,512,6000,3072000,43,3,9238,1.1887271470004634,1.234153841,154.84375,155.34375,155.34375,0.5,2064132,2064000,3780,0.00232173270898528,3.869554514975467e-07,2584276.810495691,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__none_natural__s42__r02,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,inference,2,512,512,6000,3072000,43,3,9241,1.023976180000318,1.0482089060000002,154.8359375,155.2109375,155.2109375,0.375,2064132,2064000,3780,0.001999953476563121,3.3332557942718686e-07,3000069.7867786787,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__none_natural__s42__r03,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,inference,3,512,512,6000,3072000,43,3,9245,1.2201478730021336,1.2564255269999998,155.10546875,155.48046875,155.48046875,0.375,2064132,2064000,3780,0.002383101314457292,3.9718355240954867e-07,2517727.6197199323,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__none_natural__s42__r04,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,inference,4,512,512,6000,3072000,43,3,9248,1.2459713779971935,1.2821796490000001,155.32421875,155.69921875,155.69921875,0.375,2064132,2064000,3780,0.0024335378476507685,4.055896412751281e-07,2465546.2029456985,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__none_natural__s42__r05,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,inference,5,512,512,6000,3072000,43,3,9252,1.2518278259994986,1.291973976,154.51171875,155.01171875,155.01171875,0.5,2064132,2064000,3780,0.0024449762226552707,4.074960371092118e-07,2454011.595042808,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__none_natural__s42__r06,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,inference,6,512,512,6000,3072000,43,3,9255,1.2089320910017705,1.266596177,155.09765625,155.47265625,155.47265625,0.375,2064132,2064000,3780,0.002361195490237833,3.935325817063055e-07,2541085.6597035285,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
v07d__inference__decision_tree__none_natural__s42__r07,v0.7-d-tier1-computational-1,V0.7-D,5b390d6532854ad704f8fe56280d2ea9b6cfebd95ced1b804d0e0ec3e1ecf82e,decision_tree,none_natural,42,inference,7,512,512,6000,3072000,43,3,9258,1.1542425389998243,1.198906854,154.55859375,155.05859375,155.05859375,0.5,2064132,2064000,3780,0.002254379958984032,3.757299931640053e-07,2661485.689707774,seconds,MiB,bytes,records/second,DIRECT_COMPUTATIONAL,prediction_only_model_loading_warmup_excluded,DIRECT_COMPUTATIONAL,DERIVED,8218a521bbf219f46806866ed0abbbf6dfbdab3a330e52df2b62a5aaba3ccdd8,e01fdbbeaf4805602efe812b6e075aecf8b9be71788e464fd8d5b7e72ea92c49,5146fd08fe766979adaf443bf9f4f7d32ee3c94cfdaf0fd46ec0efd10e92a10d,71dc92b8a34db1bb3c2f55a69e56f43733544329128ec60c5cdbbce2445d1604,SUCCESS,,,
